"Species","spawningMode","FemaleMass_g","FemaleSize_mm","sizeType","eggSize_mm","typeOfWork_eggSize","timeToEggMeasurement_months","Location","Date","sampleSize","Fertilized","Live","Latitude","Longitude","ReferencePdf","lnFemaleSize","lnEggSize","absLatitude"
"Cetengraulis mysticetus","pelagic",43.1,NA,"",0.54,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.616186139423817,8.860004
"Cetengraulis mysticetus","pelagic",44,NA,"",0.49,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.713349887877465,8.860004
"Cetengraulis mysticetus","pelagic",55.8,NA,"",0.51,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.673344553263766,8.860004
"Cetengraulis mysticetus","pelagic",55.7,NA,"",0.54,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.616186139423817,8.860004
"Cetengraulis mysticetus","pelagic",63.7,NA,"",0.49,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.713349887877465,8.860004
"Cetengraulis mysticetus","pelagic",58.6,NA,"",0.6,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.510825623765991,8.860004
"Cetengraulis mysticetus","pelagic",60,NA,"",0.5,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.693147180559945,8.860004
"Cetengraulis mysticetus","pelagic",56,NA,"",0.51,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.673344553263766,8.860004
"Cetengraulis mysticetus","pelagic",65.5,NA,"",0.54,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.616186139423817,8.860004
"Cetengraulis mysticetus","pelagic",50,NA,"",0.55,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.59783700075562,8.860004
"Cetengraulis mysticetus","pelagic",63.6,NA,"",0.57,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.562118918153541,8.860004
"Cetengraulis mysticetus","pelagic",64.4,NA,"",0.51,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.673344553263766,8.860004
"Cetengraulis mysticetus","pelagic",62.8,NA,"",0.54,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.616186139423817,8.860004
"Cetengraulis mysticetus","pelagic",59.6,NA,"",0.53,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.63487827243597,8.860004
"Cetengraulis mysticetus","pelagic",71.3,NA,"",0.52,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.653926467406664,8.860004
"Cetengraulis mysticetus","pelagic",69.1,NA,"",0.55,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.59783700075562,8.860004
"Cetengraulis mysticetus","pelagic",67.6,NA,"",0.47,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.755022584278033,8.860004
"Cetengraulis mysticetus","pelagic",68.5,NA,"",0.58,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.544727175441672,8.860004
"Cetengraulis mysticetus","pelagic",67.2,NA,"",0.56,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.579818495252942,8.860004
"Cetengraulis mysticetus","pelagic",71.5,NA,"",0.5,"",NA,"Gulf of Panama","1952 - 1960","",FALSE,FALSE,8.860004,-79.32149,"peterson_cl_1961_iVI_55.pdf",NA,-0.693147180559945,8.860004
"Micromesistius australis","pelagic",840,510,"TL",0.7383962,"",NA,"Mar Argentino","1978 august","",FALSE,FALSE,-46.725365,-64.89617,"sanchez_rp_1986_r6_21.pdf",6.23441072571837,-0.303274742068925,46.725365
"Chelon labrosus","pelagic",1250,NA,"",0.556008327,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.586972008224998,49.928466
"Chelon labrosus","pelagic",1550,NA,"",0.700526595,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.355922948186998,49.928466
"Chelon labrosus","pelagic",1900,NA,"",0.611966348,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.491077984909752,49.928466
"Chelon labrosus","pelagic",1450,NA,"",0.687305944,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.374975752557913,49.928466
"Chelon labrosus","pelagic",1350,NA,"",0.771029284,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.260028924298335,49.928466
"Chelon labrosus","pelagic",1650,NA,"",0.748987701,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.289032716160484,49.928466
"Chelon labrosus","pelagic",1350,NA,"",0.644233253,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.439694424354854,49.928466
"Chelon labrosus","pelagic",1240,NA,"",0.839693949,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.174717799963636,49.928466
"Chelon labrosus","pelagic",2300,NA,"",0.713266225,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.337900541162681,49.928466
"Chelon labrosus","pelagic",1350,NA,"",0.874359046,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.134264179904695,49.928466
"Chelon labrosus","pelagic",1400,NA,"",0.921711653,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.0815228451200507,49.928466
"Chelon labrosus","pelagic",1320,NA,"",0.906473951,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.0981929849971338,49.928466
"Chelon labrosus","pelagic",1700,NA,"",0.771029284,"Field",NA,"Isles of Scilly, UK","Before 1970","1",TRUE,TRUE,49.928466,-6.253909,"hickling_cf_1970_j50_609.pdf",NA,-0.260028924298335,49.928466
"Chelon ramada","pelagic",1450,NA,"",0.45707815,"Field",NA,"River Tamar, UK","Before 1970","1",TRUE,TRUE,50.312777,-4.14809,"hickling_cf_1970_j50_609.pdf",NA,-0.782900896143337,50.312777
"Chelon ramada","pelagic",850,NA,"",0.45707815,"Field",NA,"River Tamar, UK","Before 1970","1",TRUE,TRUE,50.312777,-4.14809,"hickling_cf_1970_j50_609.pdf",NA,-0.782900896143337,50.312777
"Menidia menidia","demersal",NA,85,"SL",1.12,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.44265125649032,0.113328685307003,41.435416
"Menidia menidia","demersal",NA,93,"SL",1.09,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.53259949315326,0.0861776962410524,41.435416
"Menidia menidia","demersal",NA,96,"SL",1.08,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.56434819146784,0.0769610411361284,41.435416
"Menidia menidia","demersal",NA,113,"SL",1.08,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.72738781871234,0.0769610411361284,41.435416
"Menidia menidia","demersal",NA,130,"SL",1.06,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.86753445045558,0.0582689081239758,41.435416
"Menidia menidia","demersal",NA,83,"SL",1.09,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.4188406077966,0.0861776962410524,41.551909
"Menidia menidia","demersal",NA,90,"SL",1.14,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.49980967033027,0.131028262406404,41.551909
"Menidia menidia","demersal",NA,95,"SL",1.09,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.55387689160054,0.0861776962410524,41.551909
"Menidia menidia","demersal",NA,99,"SL",1.14,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.59511985013459,0.131028262406404,41.551909
"Menidia menidia","demersal",NA,102,"SL",1.11,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.62497281328427,0.104360015324243,41.551909
"Menidia menidia","demersal",NA,104,"SL",1.11,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.64439089914137,0.104360015324243,41.551909
"Menidia menidia","demersal",NA,104,"SL",1.17,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.64439089914137,0.157003748809665,41.551909
"Menidia menidia","demersal",NA,82,"SL",1.1,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.40671924726425,0.0953101798043249,41.435416
"Menidia menidia","demersal",NA,99,"SL",1.08,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.59511985013459,0.0769610411361284,41.435416
"Menidia menidia","demersal",NA,99,"SL",1.09,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.59511985013459,0.0861776962410524,41.435416
"Menidia menidia","demersal",NA,112,"SL",1.11,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.71849887129509,0.104360015324243,41.435416
"Menidia menidia","demersal",NA,119,"SL",1.18,"Field",NA,"Pettaquamscutt River on Narrangasett Bay, Rhode Island","1983 May 19","",FALSE,TRUE,41.435416,-71.435834,"bengtson_da_1987_j31_697.pdf",4.77912349311153,0.165514438477573,41.435416
"Menidia menidia","demersal",NA,89,"SL",1.11,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.48863636973214,0.104360015324243,41.551909
"Menidia menidia","demersal",NA,90,"SL",1.09,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.49980967033027,0.0861776962410524,41.551909
"Menidia menidia","demersal",NA,100,"SL",1.1,"Field",NA,"Mouth of Bissell Cove on Narrangasett Bay, Rhode Island","1983 June 23","",FALSE,TRUE,41.551909,-71.423403,"bengtson_da_1987_j31_697.pdf",4.60517018598809,0.0953101798043249,41.551909
"Oxylebius pictus","demersal",NA,154.457,"TL",1.3,"",NA,"Monterey Bay California USA","1972 - 1974","",TRUE,TRUE,36.624117,-121.897691,"demartini_ee_1980_e5_33.pdf",5.03991574044829,0.262364264467491,36.624117
"Oxylebius pictus","demersal",NA,190.8471,"TL",1.4,"",NA,"Puget Sound, WA, USA","1971 - 1975","",TRUE,TRUE,47.90408,-122.485226,"demartini_ee_1980_e5_33.pdf",5.25147258389633,0.336472236621213,47.90408
"Lutjanus carponotatus","pelagic",NA,227.5755,"FL",0.3919,"",NA,"Whitsunday islands, Qld, Australia","2001 - 2003 November/December","",FALSE,FALSE,-20.215447,149.069632,"evans_rd_2008_c27_179.pdf",5.42748205146682,-0.936748573776551,20.215447
"Lutjanus carponotatus","pelagic",NA,188.054,"FL",0.4043,"",NA,"Whitsunday islands, Qld, Australia","2001 - 2003 November/December","",FALSE,FALSE,-20.215447,149.069632,"evans_rd_2008_c27_179.pdf",5.2367291556287,-0.905598102335412,20.215447
"Lutjanus carponotatus","pelagic",NA,270.6715,"FL",0.4061,"",NA,"Whitsunday islands, Qld, Australia","2001 - 2003 November/December","",FALSE,FALSE,-20.215447,149.069632,"evans_rd_2008_c27_179.pdf",5.60090590847699,-0.901155844289885,20.215447
"Lutjanus carponotatus","pelagic",NA,317.552,"FL",0.432,"",NA,"Whitsunday islands, Qld, Australia","2001 - 2003 November/December","",FALSE,FALSE,-20.215447,149.069632,"evans_rd_2008_c27_179.pdf",5.7606415844499,-0.839329690738027,20.215447
"Pomacentrus coelestis","demersal",NA,47.4334,"SL",0.61,"Field",NA,"Kominato (HL), Japan","2000 - 2001","",TRUE,TRUE,35.106048,140.195134,"kokita_t_2003_m143_593.pdf",3.85932662190809,-0.49429632181478,35.106048
"Pomacentrus coelestis","demersal",NA,47.9314,"SL",0.63,"Field",NA,"Bohnotsu (ML), Japan","2000 - 2001","",TRUE,TRUE,31.162307,130.337503,"kokita_t_2003_m143_593.pdf",3.86977082200847,-0.462035459596559,31.162307
"Pomacentrus coelestis","demersal",NA,45.9661,"SL",0.65,"Field",NA,"Sesoko (LL), Japan","2000 - 2001","",TRUE,TRUE,26.613671,127.828542,"kokita_t_2003_m143_593.pdf",3.82790416828141,-0.430782916092454,26.613671
"Pomacentrus coelestis","demersal",NA,46.2603,"SL",0.66,"Field",NA,"Kominato (HL), Japan","2000 - 2001","",TRUE,TRUE,35.106048,140.195134,"kokita_t_2003_m143_593.pdf",3.83428414186657,-0.415515443961666,35.106048
"Pomacentrus coelestis","demersal",NA,43.934,"SL",0.67,"Field",NA,"Bohnotsu (ML), Japan","2000 - 2001","",TRUE,TRUE,31.162307,130.337503,"kokita_t_2003_m143_593.pdf",3.78268850779199,-0.400477566597125,31.162307
"Pomacentrus coelestis","demersal",NA,47.3948,"SL",0.7,"Field",NA,"Sesoko (LL), Japan","2000 - 2001","",TRUE,TRUE,26.613671,127.828542,"kokita_t_2003_m143_593.pdf",3.85851251804169,-0.356674943938732,26.613671
"Pomacentrus coelestis","demersal",NA,44.9586,"SL",0.71,"Field",NA,"Kominato (HL), Japan","2000 - 2001","",TRUE,TRUE,35.106048,140.195134,"kokita_t_2003_m143_593.pdf",3.80574206631058,-0.342490308946776,35.106048
"Pomacentrus coelestis","demersal",NA,49.3545,"SL",0.72,"Field",NA,"Bohnotsu (ML), Japan","2000 - 2001","",TRUE,TRUE,31.162307,130.337503,"kokita_t_2003_m143_593.pdf",3.89902894713269,-0.328504066972036,31.162307
"Pomacentrus coelestis","demersal",NA,43.9092,"SL",0.77,"Field",NA,"Sesoko (LL), Japan","2000 - 2001","",TRUE,TRUE,26.613671,127.828542,"kokita_t_2003_m143_593.pdf",3.78212386532317,-0.261364764134408,26.613671
"Acanthopagrus latus","pelagic",NA,303,"SL",0.575,"",NA,"Kuwaiti waters","1980 February - 1981 February","",FALSE,FALSE,29.240028,48.478552,"abu-hakima_r_1984_j25_515.pdf",5.71373280550937,-0.553385238184787,29.240028
"Sparidentex hasta","pelagic",NA,587,"SL",0.575,"",NA,"Kuwaiti waters","1980 February - 1981 February","",FALSE,FALSE,29.240028,48.478552,"abu-hakima_r_1984_j25_515.pdf",6.3750248198281,-0.553385238184787,29.240028
"Epinephelus tauvina","pelagic",NA,500,"SL",0.45,"",NA,"Kuwaiti waters","1979 September - 1980 September","",FALSE,FALSE,29.240028,48.478552,"abu-hakima_r_1987_j30_213.pdf",6.21460809842219,-0.798507696217772,29.240028
"Thunnus thynnus","pelagic",NA,2410,"FL",0.52,"",NA,"Gulf of Mexico","March - June (1955, 65-67, 76-78)","",FALSE,FALSE,27.815314,-90.249662,"baglin_re_1981_f80_121.pdf",7.7873820264847,-0.653926467406664,27.815314
"Oxymonacanthus longirostris","scatterer",NA,65,"SL",0.7,"",NA,"Enewetak Atoll","1979 December","",TRUE,TRUE,11.506907,162.206673,"barlow_gw_1987_e20_183.pdf",4.17438726989564,-0.356674943938732,11.506907
"Ethmalosa fimbriata","pelagic",NA,262.488,"TL",0.42,"",NA,"Elmina fishing harbour, Kakum River estuary","Before 1982","",FALSE,FALSE,5.085431,-1.345753,"blay_j-jr_1982_j21_485.pdf",5.57020536670103,-0.867500567704723,5.085431
"Planiliza subviridis","pelagic",NA,117.176,"SL",0.67,"",NA,"Penang Island, facing the Western Channel of the Straits of Penang","Before 1980","",FALSE,FALSE,5.346659,100.342048,"chan_eh_1980_j16_505.pdf",4.76367707801601,-0.400477566597125,5.346659
"Archosargus rhomboidalis","pelagic",NA,154.139,"SL",0.297,"",NA,"Terminos Lagoon, Mexico","1980 February - 1981 April","",TRUE,FALSE,18.640836,-91.5457,"chavance_p_1984_t113_166.pdf",5.03785479272014,-1.21402314017944,18.640836
"Gasterosteus aculeatus","demersal",NA,47.75,"TL",1.49,"",NA,"Camargue Park, France","1984","1500",FALSE,FALSE,43.538735,4.563678,"crivelli_aj_1987_e18_109.pdf",3.86597906692674,0.398776119957368,43.538735
"Spratelloides gracilis","demersal",NA,56,"TL",0.7,"",NA,"Ysabel passage, Papua New Guinea","1976 - 1980","",FALSE,FALSE,-2.509917,150.471142,"dalzell_p_1985_j27_229.pdf",4.02535169073515,-0.356674943938732,2.509917
"Scomberomorus cavalla","pelagic",NA,897.5,"FL",0.955,"",NA,"From Texas to Florida, USA","1977 - 1978","",FALSE,FALSE,27.722752,-96.471699,"finucane_jh_1986_f84_841.pdf",6.79961312036243,-0.0460439385014068,27.722752
"Arnoglossus laterna","pelagic",NA,84.5,"SL",0.475,"",NA,"Camas Nathais, in the Lynn of Lorne, Scotland","1975 January - 1976 September","",FALSE,FALSE,56.462858,-5.477538,"gibson_rn_1980_j17_565.pdf",4.43675153436313,-0.744440474947496,56.462858
"Canthigaster valentini","scatterer",NA,50,"SL",0.7,"",NA,"Lizard Island, GBR, Australia","1980 November - 1981 September","",TRUE,TRUE,-14.689346,145.45759,"gladstone_w_1988_e21_207.pdf",3.91202300542815,-0.356674943938732,14.689346
"Mugil cephalus","pelagic",NA,318.86,"SL",0.65,"Field",NA,"Matanzas River Inlet south of St. Augustine, FL, USA","1984 October - 1985 January","",FALSE,TRUE,29.708216,-81.212898,"greeley_ms_1987_f85_187.pdf",5.76475213497922,-0.430782916092454,29.708216
"Decapterus punctatus","pelagic",NA,146.5,"FL",0.36,"",NA,"Between Cape Fear, NC and Cape Canaveral, FL, USA","1980","",FALSE,FALSE,32.124764,-80.21771,"hales_ls-jr_1987_f85_251.pdf",4.98702542845712,-1.02165124753198,32.124764
"Paramonacanthus japonicus","scatterer",NA,75,"TL",0.53,"",NA,"Rocky reef off Tsuyazaki, northern Kyushu, Japan","1989 June","",TRUE,TRUE,33.772442,130.416633,"kawase_h_1994_j41_57.pdf",4.31748811353631,-0.63487827243597,33.772442
"Rudarius ercodes","scatterer",NA,50,"TL",0.53,"",NA,"Rocky reef off Tsuyazaki, northern Kyushu, Japan","1989 June","",TRUE,TRUE,33.772442,130.416633,"kawase_h_1994_j41_57.pdf",3.91202300542815,-0.63487827243597,33.772442
"Eubalichthys bucephalus","scatterer",NA,300,"TL",0.73,"",NA,"Sutherland Point, situated at the entrance to Botany Bay, Kurnell, NSW, Australia","2004 January - March","",TRUE,FALSE,-34.019666,151.248378,"kawase_h_2008_i55_294.pdf",5.7037824746562,-0.3147107448397,34.019666
"Engraulis mordax","pelagic",NA,124,"SL",1.25,"",NA,"Washington and Oregon, USA","1975 - 1977","",FALSE,FALSE,45.782272,-124.717638,"laroche_jl_1980_f78_603.pdf",4.82028156560504,0.22314355131421,45.782272
"Paralichthys dentatus","pelagic",NA,510.28205,"TL",1,"",NA,"Middle Atlantic Bight (Cape Cod, Massachusetts to Cape Hatteras, North Carolina)","1974 - 1979","",FALSE,FALSE,38.725207,-74.317498,"morse_ww_1981_j19_189.pdf",6.23496361206423,0,38.725207
"Cephalopholis cruentata","pelagic",NA,242,"TL",0.53,"",NA,"Curacao island, Caribbean","1973 January - 1975 October","",FALSE,TRUE,12.11798,-69.025446,"nagelkerken_wp_1979_s60_1.pdf",5.48893772615669,-0.63487827243597,12.11798
"Caulolatilus microps","pelagic",NA,587,"TL",0.79,"",NA,"Onslow Bay, NC, USA","1972 - 1977","",FALSE,FALSE,34.374786,-77.188178,"ross_jl_1983_f81_553.pdf",6.3750248198281,-0.23572233352107,34.374786
"Larimus fasciatus","pelagic",NA,133.05,"SL",0.48,"",NA,"mouth of the Cape Fear River, NC, about 4-6 km off Oak Island","1975 September - 1976 September","",FALSE,FALSE,33.820291,-78.155595,"ross_sw_1984_f82_227.pdf",4.8907249974237,-0.7339691750802,33.820291
"Cynoscion regalis","pelagic",NA,619.92,"TL",0.6,"",NA,"from North Carolina to Gardiners Bay NY","1980 - 1983","",FALSE,FALSE,39.064894,-74.303198,"shepherd_gr_1984_f82_501.pdf",6.42959043745569,-0.510825623765991,39.064894
"Mugil cephalus","pelagic",NA,440,"TL",0.54,"",NA,"Negombo  Lagoon, Sri Lanka","1977 September - 1978 August","",FALSE,TRUE,7.154702,79.849041,"silva_eil_1981_j19_1.pdf",6.08677472691231,-0.616186139423817,7.154702
"Atherina presbyter","demersal",NA,105.4801,"SL",1.17,"",NA,"Fowley power station Southamption, UK","1978 March - 1979 November","",FALSE,FALSE,50.784368,-1.271072,"turnpenny_awh_1981_j18_417.pdf",4.65852230953166,0.157003748809665,50.784368
"Amblygaster sirm","pelagic",NA,204,"TL",0.45,"",NA,"Parangipettai, SE coast of India","1994 January - December","",FALSE,FALSE,11.514903,79.786229,"veerappan_n_1997_j39_89.pdf",5.31811999384422,-0.798507696217772,11.514903
"Siganus canaliculatus","scatterer",NA,270.066,"TL",0.327,"",NA,"Off Dammam, Saudi Arabia","1994 April - May","",FALSE,FALSE,26.575713,50.274261,"wassef_ea_1997_f33_159.pdf",5.59866637357114,-1.11779510808488,26.575713
"Thunnus obesus","pelagic",NA,1100,"FL",1.055,"Field",NA,"Indian Ocean","1961 February","",TRUE,TRUE,-24.950113,78.81227,"kume_s_1962_r15_79.pdf",7.00306545878646,0.0535407669280298,24.950113
"Pampus chinensis","pelagic",NA,293,"SL",1.05,"",NA,"Chandipur, Odisha, India","1971-1973","",FALSE,TRUE,21.403163,87.052216,"pati_s_1979_i26_150.pdf",5.68017260901707,0.048790164169432,21.403163
"Trachurus trachurus","pelagic",NA,340,"TL",0.94,"Field",NA,"off the south west coast of Ireland","Before 1987","112",TRUE,TRUE,51.58333,-11.4,"pipe_rk_1987_j31_675.pdf",5.82894561761021,-0.0618754037180875,51.58333
